species,treatment,replicate,row,column,sp_rep,genotype,fragment,month,bw_raw,bw_initial_raw
pver,pellets,4,E,9,10,3,17,0,9.814,9.814
pver,pellets,4,E,4,8,3,37,0,9.896,9.896
pver,pellets,4,A,4,1,4,3,0,10.658,10.658
pver,pellets,4,D,7,6,4,15,0,7.651,7.651
pver,pellets,4,E,1,7,5,6,0,16.433,16.433
pver,pellets,4,B,2,3,5,25,0,8.968,8.968
aten,control,1,A,8,1,1,21,1,5.573,5.488
aten,control,1,B,3,3,1,44,1,6.337,5.178
aten,control,1,E,2,10,2,9,1,5.633,5.503
aten,control,1,B,6,4,2,35,1,6.145,6.004
aten,control,1,C,1,5,3,31,1,5.576,5.444
aten,control,1,C,7,7,3,50,1,5.707,5.559
aten,control,1,A,9,2,4,3,1,5.001,4.845
aten,control,1,C,6,6,4,10,1,5.849,5.643
aten,control,1,C,8,8,5,4,1,5.003,4.932
aten,control,1,D,1,9,5,49,1,5.21,5.143
aten,control,2,D,1,9,1,19,1,4.644,4.583
aten,control,2,C,1,5,1,24,1,5.372,5.303
aten,control,2,B,3,3,2,13,1,5.956,5.873
aten,control,2,E,2,10,2,48,1,6.326,6.152
aten,control,2,B,6,4,3,16,1,6.542,6.432
aten,control,2,C,6,6,3,17,1,5.599,5.458
aten,control,2,A,8,1,4,12,1,5.988,5.906
aten,control,2,A,9,2,4,18,1,4.961,4.926
aten,control,2,C,8,8,5,45,1,5.954,5.815
aten,control,2,C,7,7,5,46,1,5.258,5.173
aten,control,3,D,1,9,1,3,1,5.955,5.712
aten,control,3,E,2,10,1,26,1,4.388,4.277
aten,control,3,B,6,4,1,38,1,6.062,5.815
aten,control,3,C,6,6,2,32,1,5.365,5.255
aten,control,3,C,1,5,3,32,1,6.158,5.934
aten,control,3,C,8,8,3,46,1,6.716,6.584
aten,control,3,B,3,3,4,1,1,5.512,5.25
aten,control,3,C,7,7,4,16,1,6.413,6.2
aten,control,3,A,9,2,5,1,1,5.382,5.24
aten,control,3,A,8,1,5,11,1,6.42,6.239
aten,control,4,E,2,10,1,18,1,4.923,4.915
aten,control,4,B,6,4,1,25,1,6.326,6.254
aten,control,4,C,1,5,2,30,1,5.594,5.534
aten,control,4,D,1,9,2,50,1,6.685,6.604
aten,control,4,B,3,3,3,41,1,6.932,6.833
aten,control,4,C,6,6,3,42,1,5.356,5.168
aten,control,4,C,7,7,4,36,1,5.441,5.356
aten,control,4,A,8,1,4,37,1,5.535,5.433
aten,control,4,A,9,2,5,27,1,5.568,5.568
aten,control,4,C,8,8,5,36,1,5.656,5.558
aten,dissolved,1,C,7,7,1,36,1,5.59,5.389
aten,dissolved,1,C,8,8,1,43,1,5.155,5.048
aten,dissolved,1,A,9,2,2,17,1,4.504,4.414
aten,dissolved,1,E,2,10,2,25,1,6.63,6.485
aten,dissolved,1,A,8,1,3,20,1,5.534,5.434
aten,dissolved,1,B,6,4,3,29,1,5.224,5.102
aten,dissolved,1,C,1,5,4,11,1,6.499,6.409
aten,dissolved,1,C,6,6,4,29,1,5.681,5.598
aten,dissolved,1,D,1,9,5,13,1,4.782,4.695
aten,dissolved,1,B,3,3,5,20,1,6.122,5.851
aten,dissolved,2,C,1,5,1,42,1,5.642,5.465
aten,dissolved,2,D,1,9,1,48,1,5.825,5.769
aten,dissolved,2,B,6,4,2,23,1,5.028,4.489
aten,dissolved,2,C,8,8,2,34,1,4.634,4.567
aten,dissolved,2,E,2,10,3,14,1,7.611,7.455
aten,dissolved,2,B,3,3,3,19,1,5.217,5.158
aten,dissolved,2,C,6,6,4,7,1,5.681,5.573
aten,dissolved,2,A,8,1,4,14,1,7.347,7.133
aten,dissolved,2,A,9,2,5,5,1,7.192,5.126
aten,dissolved,2,C,7,7,5,48,1,5.992,5.731
aten,dissolved,3,C,6,6,1,33,1,5.927,5.848
aten,dissolved,3,C,7,7,1,41,1,6.128,5.871
aten,dissolved,3,E,2,10,2,42,1,7.027,6.925
aten,dissolved,3,B,3,3,2,44,1,5.708,5.528
aten,dissolved,3,D,1,9,3,30,1,6.15,5.953
aten,dissolved,3,C,1,5,3,37,1,5.439,5.357
aten,dissolved,3,A,8,1,4,25,1,5.65,5.567
aten,dissolved,3,B,6,4,4,27,1,5.795,5.706
aten,dissolved,3,A,9,2,5,6,1,5.901,5.792
aten,dissolved,3,C,8,8,5,7,1,5.83,5.582
aten,dissolved,4,B,3,3,1,12,1,4.423,4.385
aten,dissolved,4,C,8,8,2,11,1,7.606,5.633
aten,dissolved,4,C,6,6,2,19,1,5.582,5.334
aten,dissolved,4,A,9,2,3,7,1,4.671,4.567
aten,dissolved,4,A,8,1,3,8,1,5.433,5.372
aten,dissolved,4,C,7,7,3,48,1,6.223,6.135
aten,dissolved,4,D,1,9,4,46,1,4.733,4.735
aten,dissolved,4,C,1,5,4,50,1,6.605,6.501
aten,dissolved,4,B,6,4,5,22,1,5.179,5.134
aten,dissolved,4,E,2,10,5,37,1,5.875,5.828
aten,fish,1,E,2,10,1,16,1,6.898,6.825
aten,fish,1,C,8,8,1,20,1,5.978,5.778
aten,fish,1,C,6,6,2,21,1,5.738,5.616
aten,fish,1,D,1,9,2,28,1,5.429,5.321
aten,fish,1,B,3,3,3,1,1,4.992,4.895
aten,fish,1,C,1,5,3,2,1,6.101,5.983
aten,fish,1,B,6,4,4,5,1,5.906,5.763
aten,fish,1,C,7,7,4,13,1,6.126,5.868
aten,fish,1,A,8,1,5,2,1,7.203,7.059
aten,fish,1,A,9,2,5,47,1,5.699,5.629
aten,fish,2,E,2,10,1,22,1,4.68,4.606
aten,fish,2,A,9,2,1,23,1,4.962,4.872
aten,fish,2,B,6,4,2,24,1,5.23,5.153
aten,fish,2,D,1,9,2,31,1,5.541,5.465
aten,fish,2,B,3,3,3,24,1,7.175,6.995
aten,fish,2,C,6,6,3,25,1,5.611,5.486
aten,fish,2,C,7,7,4,20,1,6.756,6.662
aten,fish,2,C,1,5,4,26,1,6.342,6.208
aten,fish,2,A,8,1,5,30,1,4.902,4.78
aten,fish,2,C,8,8,5,31,1,6.072,5.976
aten,fish,3,D,1,9,1,29,1,4.309,4.284
aten,fish,3,C,1,5,1,30,1,5.068,4.998
aten,fish,3,C,6,6,2,33,1,6.297,6.108
aten,fish,3,B,6,4,2,41,1,6.296,6.235
aten,fish,3,C,8,8,3,34,1,4.717,4.63
aten,fish,3,B,3,3,3,35,1,5.533,5.39
aten,fish,3,C,7,7,4,34,1,5.273,5.235
aten,fish,3,E,2,10,4,41,1,6.59,6.542
aten,fish,3,A,8,1,5,14,1,6.121,6.044
aten,fish,3,A,9,2,5,15,1,6.257,6.115
aten,fish,4,B,6,4,1,11,1,4.672,4.569
aten,fish,4,D,1,9,2,7,1,6.581,6.462
aten,fish,4,A,8,1,2,22,1,5.166,5.084
aten,fish,4,C,1,5,3,13,1,6.072,5.946
aten,fish,4,E,2,10,3,22,1,6.49,6.333
aten,fish,4,B,3,3,4,48,1,4.518,4.492
aten,fish,4,C,6,6,4,49,1,4.871,4.867
aten,fish,4,C,8,8,5,29,1,5.373,5.244
aten,fish,4,A,9,2,5,42,1,6.08,6.011
aten,fish,4,C,7,7,5,44,1,5.107,5.021
aten,livefeeds,1,E,2,10,1,37,1,5.078,4.992
aten,livefeeds,1,D,1,9,1,45,1,6.52,6.33
aten,livefeeds,1,C,1,5,2,10,1,4.814,4.739
aten,livefeeds,1,B,3,3,2,18,1,5.384,5.297
aten,livefeeds,1,C,6,6,3,11,1,6.466,6.358
aten,livefeeds,1,B,6,4,3,21,1,5.825,5.709
aten,livefeeds,1,A,9,2,4,9,1,6.553,6.425
aten,livefeeds,1,C,7,7,4,21,1,4.954,4.865
aten,livefeeds,1,A,8,1,5,3,1,6.989,6.821
aten,livefeeds,1,C,8,8,5,12,1,6.074,5.831
aten,livefeeds,2,B,3,3,1,10,1,6.072,5.975
aten,livefeeds,2,B,6,4,1,13,1,5.638,5.547
aten,livefeeds,2,D,1,9,2,6,1,6.084,5.962
aten,livefeeds,2,C,1,5,2,39,1,6.085,5.961
aten,livefeeds,2,C,6,6,3,12,1,7.011,6.767
aten,livefeeds,2,A,9,2,3,26,1,6.228,6.07
aten,livefeeds,2,E,2,10,4,8,1,7.449,7.032
aten,livefeeds,2,C,7,7,4,19,1,5.198,5.089
aten,livefeeds,2,A,8,1,5,10,1,6.208,5.957
aten,livefeeds,2,C,8,8,5,38,1,5.804,5.723
aten,livefeeds,3,B,6,4,1,39,1,5.973,5.821
aten,livefeeds,3,C,1,5,1,40,1,5.134,5.031
aten,livefeeds,3,C,6,6,2,37,1,8.243,7.981
aten,livefeeds,3,E,2,10,2,43,1,5.148,4.997
aten,livefeeds,3,B,3,3,3,43,1,7.062,6.723
aten,livefeeds,3,D,1,9,3,49,1,6.092,5.953
aten,livefeeds,3,C,8,8,4,32,1,5.187,5.042
aten,livefeeds,3,C,7,7,4,33,1,7.607,7.334
aten,livefeeds,3,A,9,2,5,18,1,6.294,6.154
aten,livefeeds,3,A,8,1,5,19,1,5.553,5.404
aten,livefeeds,4,B,6,4,1,8,1,4.729,5.472
aten,livefeeds,4,E,2,10,2,8,1,5.619,5.452
aten,livefeeds,4,C,1,5,2,15,1,4.921,4.85
aten,livefeeds,4,B,3,3,3,23,1,6.961,6.813
aten,livefeeds,4,D,1,9,3,28,1,8.628,6.568
aten,livefeeds,4,A,8,1,4,39,1,5.583,5.497
aten,livefeeds,4,C,8,8,4,45,1,5.963,5.902
aten,livefeeds,4,A,9,2,4,47,1,4.811,4.778
aten,livefeeds,4,C,6,6,5,21,1,6.153,6.064
aten,livefeeds,4,C,7,7,5,28,1,4.996,4.906
aten,mix,1,C,6,6,1,14,1,6.095,5.965
aten,mix,1,C,8,8,1,27,1,4.502,4.482
aten,mix,1,C,7,7,2,1,1,5.404,5.29
aten,mix,1,D,1,9,2,38,1,5.377,5.367
aten,mix,1,B,3,3,3,3,1,4.977,4.805
aten,mix,1,A,9,2,3,9,1,5.061,4.947
aten,mix,1,C,1,5,4,4,1,4.677,4.676
aten,mix,1,E,2,10,4,6,1,6.832,5.872
aten,mix,1,B,6,4,5,8,1,6.447,5.968
aten,mix,1,A,8,1,5,50,1,6.901,6.82
aten,mix,2,C,7,7,1,1,1,5.547,5.313
aten,mix,2,A,9,2,1,28,1,4.661,4.654
aten,mix,2,C,1,5,2,2,1,4.911,4.841
aten,mix,2,A,8,1,2,16,1,4.749,4.679
aten,mix,2,C,8,8,3,10,1,5.822,5.719
aten,mix,2,C,6,6,3,18,1,6.484,6.272
aten,mix,2,E,2,10,4,2,1,7.286,7.133
aten,mix,2,B,3,3,4,42,1,4.76,4.69
aten,mix,2,B,6,4,5,24,1,6.075,5.91
aten,mix,2,D,1,9,5,39,1,5.127,5.052
aten,mix,3,C,1,5,1,34,1,4.809,4.687
aten,mix,3,D,1,9,1,46,1,4.842,4.766
aten,mix,3,B,3,3,2,46,1,5.072,4.915
aten,mix,3,C,6,6,2,49,1,5.848,5.626
aten,mix,3,E,2,10,3,27,1,6.414,6.316
aten,mix,3,B,6,4,3,39,1,6.03,5.778
aten,mix,3,C,8,8,4,17,1,6.41,6.276
aten,mix,3,C,7,7,4,24,1,5.603,5.478
aten,mix,3,A,8,1,5,9,1,5.099,4.941
aten,mix,3,A,9,2,5,23,1,5.33,5.216
aten,mix,4,B,3,3,1,35,1,5.641,5.568
aten,mix,4,B,6,4,1,47,1,5.446,5.263
aten,mix,4,C,1,5,2,36,1,7.201,7.084
aten,mix,4,C,8,8,2,40,1,5.593,5.423
aten,mix,4,D,1,9,3,6,1,6.165,6.035
aten,mix,4,E,2,10,3,38,1,5.309,5.206
aten,mix,4,C,6,6,4,15,1,6.181,5.989
aten,mix,4,C,7,7,4,28,1,5.943,5.82
aten,mix,4,A,9,2,5,16,1,4.713,4.657
aten,mix,4,A,8,1,5,17,1,5.408,5.265
aten,pellets,1,C,1,5,1,31,1,5.453,5.447
aten,pellets,1,E,2,10,1,32,1,5.54,5.409
aten,pellets,1,D,1,9,2,12,1,6.174,6.062
aten,pellets,1,C,6,6,2,47,1,5.683,5.571
aten,pellets,1,B,6,4,3,36,1,6.068,5.871
aten,pellets,1,B,3,3,3,47,1,5.34,5.156
aten,pellets,1,C,8,8,4,40,1,5.248,5.143
aten,pellets,1,C,7,7,4,43,1,5.703,5.541
aten,pellets,1,A,8,1,5,34,1,6.188,6.137
aten,pellets,1,A,9,2,5,40,1,5.745,5.718
aten,pellets,2,E,2,10,1,6,1,4.681,4.614
aten,pellets,2,D,1,9,1,7,1,5.727,5.685
aten,pellets,2,B,3,3,2,26,1,5.764,5.759
aten,pellets,2,C,1,5,2,27,1,5.712,5.683
aten,pellets,2,C,6,6,3,33,1,5.14,4.987
aten,pellets,2,B,6,4,3,40,1,6.825,6.683
aten,pellets,2,A,9,2,4,22,1,5.208,5.245
aten,pellets,2,A,8,1,4,23,1,4.936,4.909
aten,pellets,2,C,7,7,5,25,1,5.813,5.646
aten,pellets,2,C,8,8,5,26,1,4.533,4.495
aten,pellets,3,D,1,9,1,5,1,5.687,5.54
aten,pellets,3,C,1,5,2,20,1,5.425,5.358
aten,pellets,3,B,3,3,2,45,1,5.731,5.627
aten,pellets,3,E,2,10,2,51,1,5.877,5.714
aten,pellets,3,B,6,4,3,45,1,5.248,5.132
aten,pellets,3,C,6,6,3,61,1,6.066,5.897
aten,pellets,3,A,9,2,4,30,1,6.231,6.071
aten,pellets,3,C,7,7,4,44,1,5.077,5.084
aten,pellets,3,C,8,8,5,32,1,5.046,4.944
aten,pellets,3,A,8,1,5,35,1,5.773,5.709
aten,pellets,4,A,8,1,1,15,1,5.416,5.401
aten,pellets,4,A,9,2,2,3,1,5.087,5.041
aten,pellets,4,C,7,7,2,4,1,6.173,6.07
aten,pellets,4,C,8,8,2,5,1,5.672,5.506
aten,pellets,4,C,1,5,3,4,1,4.981,4.887
aten,pellets,4,C,6,6,3,5,1,4.746,4.67
aten,pellets,4,B,3,3,4,35,1,5.763,5.726
aten,pellets,4,B,6,4,4,38,1,5.168,5.054
aten,pellets,4,E,2,10,5,33,1,5.727,5.663
aten,pellets,4,D,1,9,5,41,1,5.269,5.241
pdae,control,1,C,10,6,1,28,1,8.071,7.965
pdae,control,1,A,7,3,1,33,1,7.291,7.246
pdae,control,1,C,4,5,2,31,1,10.782,10.446
pdae,control,1,D,4,7,2,32,1,8.777,8.499
pdae,control,1,D,10,8,2,34,1,10.219,10.001
pdae,control,1,E,3,9,3,31,1,13.448,13.302
pdae,control,1,B,1,4,4,4,1,7.256,7.131
pdae,control,1,A,1,1,4,44,1,11.866,11.749
pdae,control,1,A,5,2,5,5,1,6.639,6.605
pdae,control,1,E,10,10,5,8,1,7.599,7.55
pdae,control,2,D,10,8,1,36,1,8.858,8.36
pdae,control,2,A,7,3,1,39,1,6.575,6.33
pdae,control,2,C,4,5,2,1,1,11.286,10.729
pdae,control,2,A,5,2,2,23,1,8.216,7.983
pdae,control,2,C,10,6,3,7,1,15.3,15.241
pdae,control,2,E,10,10,3,24,1,14.979,14.971
pdae,control,2,A,1,1,4,39,1,16.32,16.241
pdae,control,2,E,3,9,4,47,1,10.4,10.212
pdae,control,2,B,1,4,5,1,1,7.962,7.909
pdae,control,2,D,4,7,5,2,1,8.037,7.967
pdae,control,3,A,1,1,1,20,1,12.479,12.358
pdae,control,3,D,10,8,1,25,1,9.261,9.148
pdae,control,3,C,10,6,2,38,1,8.245,8.6
pdae,control,3,C,4,5,2,46,1,9.46,9.172
pdae,control,3,E,3,9,3,14,1,8.638,8.551
pdae,control,3,E,10,10,3,15,1,16.469,16.355
pdae,control,3,B,1,4,4,33,1,10.416,10.272
pdae,control,3,A,5,2,4,42,1,7.604,7.498
pdae,control,3,A,7,3,5,10,1,12.491,12.383
pdae,control,3,D,4,7,5,54,1,7.988,7.831
pdae,control,4,E,3,9,1,7,1,13.452,13.113
pdae,control,4,E,10,10,1,49,1,11.581,11.469
pdae,control,4,A,7,3,2,8,1,13.696,13.393
pdae,control,4,C,10,6,2,9,1,7.799,7.675
pdae,control,4,A,1,1,3,19,1,9.625,9.579
pdae,control,4,A,5,2,3,41,1,7.073,7.123
pdae,control,4,B,1,4,4,11,1,11.589,11.528
pdae,control,4,D,10,8,4,16,1,9.265,9.136
pdae,control,4,C,4,5,5,26,1,6.364,7.236
pdae,control,4,D,4,7,5,53,1,8.843,8.731
pdae,dissolved,1,E,3,9,1,50,1,11.569,11.377
pdae,dissolved,1,B,1,4,1,51,1,5.587,5.461
pdae,dissolved,1,A,5,2,2,29,1,10.46,10.187
pdae,dissolved,1,A,7,3,2,36,1,10.312,9.894
pdae,dissolved,1,D,4,7,3,21,1,15.949,15.909
pdae,dissolved,1,A,1,1,3,26,1,15.356,15.31
pdae,dissolved,1,D,10,8,4,7,1,11.607,11.475
pdae,dissolved,1,E,10,10,4,21,1,11.139,11.003
pdae,dissolved,1,C,10,6,5,23,1,6.782,8.075
pdae,dissolved,1,C,4,5,5,40,1,8.038,7.998
pdae,dissolved,2,A,7,3,1,16,1,12.157,11.951
pdae,dissolved,2,E,3,9,1,40,1,9.451,9.323
pdae,dissolved,2,A,1,1,2,12,1,11.139,10.904
pdae,dissolved,2,D,10,8,2,16,1,7.624,7.436
pdae,dissolved,2,D,4,7,3,20,1,12.001,11.894
pdae,dissolved,2,C,4,5,3,23,1,7.601,7.538
pdae,dissolved,2,A,5,2,4,3,1,12.824,11.577
pdae,dissolved,2,E,10,10,4,19,1,10.258,10.164
pdae,dissolved,2,C,10,6,5,16,1,5.943,5.906
pdae,dissolved,2,B,1,4,5,34,1,7.257,9.129
pdae,dissolved,3,C,4,5,1,10,1,7.739,7.613
pdae,dissolved,3,D,4,7,1,17,1,10.712,10.532
pdae,dissolved,3,A,5,2,2,53,1,11.234,11.001
pdae,dissolved,3,A,1,1,2,55,1,11.579,11.517
pdae,dissolved,3,C,10,6,3,11,1,8.086,8.028
pdae,dissolved,3,D,10,8,3,33,1,8.521,8.536
pdae,dissolved,3,B,1,4,4,34,1,16.797,16.727
pdae,dissolved,3,E,10,10,4,48,1,13.869,13.73
pdae,dissolved,3,A,7,3,5,4,1,6.733,6.703
pdae,dissolved,3,E,3,9,5,45,1,7.524,7.455
pdae,dissolved,4,A,1,1,1,13,1,15.575,15.482
pdae,dissolved,4,D,4,7,1,53,1,7.926,11.018
pdae,dissolved,4,C,4,5,2,43,1,7.87,7.589
pdae,dissolved,4,E,10,10,2,51,1,11.266,11.164
pdae,dissolved,4,B,1,4,3,32,1,8.808,8.755
pdae,dissolved,4,A,7,3,3,43,1,14.659,14.55
pdae,dissolved,4,C,10,6,4,9,1,8.09,8.03
pdae,dissolved,4,A,5,2,4,10,1,14.757,14.517
pdae,dissolved,4,E,3,9,5,25,1,7.433,6.288
pdae,dissolved,4,D,10,8,5,27,1,7.304,7.512
pdae,fish,1,D,10,8,1,15,1,12.159,12.037
pdae,fish,1,E,3,9,1,43,1,5.233,5.231
pdae,fish,1,E,10,10,2,20,1,9.252,8.987
pdae,fish,1,C,10,6,2,40,1,10.661,10.519
pdae,fish,1,C,4,5,3,29,1,8.873,8.825
pdae,fish,1,D,4,7,4,40,1,14.092,13.987
pdae,fish,1,A,1,1,4,46,1,7.182,7.13
pdae,fish,1,A,7,3,5,38,1,9.109,9.08
pdae,fish,1,A,5,2,5,46,1,7.937,7.901
pdae,fish,1,B,1,4,5,47,1,7.865,7.858
pdae,fish,2,C,10,6,1,5,1,6.156,6.144
pdae,fish,2,C,4,5,1,6,1,10.138,9.974
pdae,fish,2,E,10,10,2,21,1,12.338,12.092
pdae,fish,2,D,4,7,2,24,1,9.745,9.411
pdae,fish,2,D,10,8,3,28,1,11.547,11.488
pdae,fish,2,E,3,9,3,42,1,8.178,8.059
pdae,fish,2,A,1,1,4,22,1,8.585,8.488
pdae,fish,2,A,7,3,4,29,1,13.068,12.93
pdae,fish,2,A,5,2,5,33,1,7.93,7.931
pdae,fish,2,B,1,4,5,52,1,11.939,11.868
pdae,fish,3,D,10,8,1,3,1,10.875,10.77
pdae,fish,3,C,10,6,1,19,1,7.006,6.942
pdae,fish,3,E,10,10,2,26,1,13.396,13.07
pdae,fish,3,C,4,5,2,35,1,8.197,7.977
pdae,fish,3,A,7,3,3,17,1,10.315,10.228
pdae,fish,3,D,4,7,3,40,1,16.008,16.821
pdae,fish,3,A,5,2,4,5,1,8.476,8.347
pdae,fish,3,B,1,4,4,43,1,15.637,15.573
pdae,fish,3,A,1,1,5,28,1,7.363,7.337
pdae,fish,3,E,3,9,5,44,1,8.335,8.286
pdae,fish,4,C,10,6,1,31,1,7.633,7.502
pdae,fish,4,D,10,8,1,38,1,9.072,8.883
pdae,fish,4,E,3,9,2,2,1,9.732,9.19
pdae,fish,4,A,5,2,2,22,1,11.046,10.614
pdae,fish,4,A,7,3,3,4,1,11.564,11.513
pdae,fish,4,E,10,10,3,39,1,18.529,18.356
pdae,fish,4,A,1,1,4,1,1,16.687,14.149
pdae,fish,4,D,4,7,4,45,1,9.989,9.761
pdae,fish,4,C,4,5,5,39,1,7.147,7.08
pdae,fish,4,B,1,4,5,43,1,9.741,9.681
pdae,livefeeds,1,B,1,4,1,42,1,8.938,9.018
pdae,livefeeds,1,D,10,8,1,46,1,10.281,10.162
pdae,livefeeds,1,E,10,10,2,10,1,8.595,8.376
pdae,livefeeds,1,A,1,1,2,19,1,9.035,8.793
pdae,livefeeds,1,E,3,9,3,13,1,9.034,8.995
pdae,livefeeds,1,C,10,6,3,34,1,6.749,6.875
pdae,livefeeds,1,C,4,5,4,8,1,7.508,7.261
pdae,livefeeds,1,D,4,7,4,17,1,11.138,11.101
pdae,livefeeds,1,A,7,3,5,24,1,8.142,7.383
pdae,livefeeds,1,A,5,2,5,35,1,7.537,7.508
pdae,livefeeds,2,E,10,10,1,22,1,13.846,13.701
pdae,livefeeds,2,C,10,6,1,24,1,7.949,7.841
pdae,livefeeds,2,D,10,8,2,27,1,8.238,8.158
pdae,livefeeds,2,A,1,1,2,41,1,14.626,14.302
pdae,livefeeds,2,E,3,9,3,22,1,14.739,14.586
pdae,livefeeds,2,C,4,5,3,45,1,9.031,8.961
pdae,livefeeds,2,D,4,7,4,27,1,11.404,11.244
pdae,livefeeds,2,B,1,4,4,41,1,12.037,11.923
pdae,livefeeds,2,A,5,2,5,13,1,7.89,7.828
pdae,livefeeds,2,A,7,3,5,22,1,7.778,6.813
pdae,livefeeds,3,C,10,6,1,9,1,8.919,8.812
pdae,livefeeds,3,D,10,8,1,52,1,9.921,9.724
pdae,livefeeds,3,C,4,5,2,18,1,13.589,12.951
pdae,livefeeds,3,B,1,4,2,39,1,9.628,9.537
pdae,livefeeds,3,A,5,2,3,12,1,10.021,9.845
pdae,livefeeds,3,E,10,10,3,30,1,6.521,6.387
pdae,livefeeds,3,D,4,7,4,24,1,13.143,12.829
pdae,livefeeds,3,A,1,1,4,36,1,12.436,12.313
pdae,livefeeds,3,A,7,3,5,9,1,8.922,8.794
pdae,livefeeds,3,E,3,9,5,14,1,10.557,10.367
pdae,livefeeds,4,A,7,3,1,18,1,9.479,9.248
pdae,livefeeds,4,E,10,10,1,30,1,11.489,11.211
pdae,livefeeds,4,E,3,9,2,5,1,8.087,7.848
pdae,livefeeds,4,C,10,6,2,42,1,8.216,12.479
pdae,livefeeds,4,C,4,5,3,10,1,9.858,9.831
pdae,livefeeds,4,D,4,7,3,46,1,15.269,15.067
pdae,livefeeds,4,D,10,8,4,13,1,10.105,9.961
pdae,livefeeds,4,A,1,1,4,38,1,9.268,9.15
pdae,livefeeds,4,A,5,2,5,41,1,9.266,9.097
pdae,livefeeds,4,B,1,4,5,42,1,8.264,8.185
pdae,mix,1,A,7,3,1,23,1,9.805,9.703
pdae,mix,1,A,5,2,1,37,1,5.489,5.427
pdae,mix,1,A,1,1,2,14,1,12.483,12.304
pdae,mix,1,D,4,7,2,30,1,7.899,7.689
pdae,mix,1,D,10,8,2,37,1,6.614,6.486
pdae,mix,1,C,4,5,3,35,1,7.919,7.923
pdae,mix,1,E,10,10,4,20,1,16.838,15.479
pdae,mix,1,C,10,6,4,49,1,10.445,10.369
pdae,mix,1,B,1,4,5,48,1,7.19,7.149
pdae,mix,1,E,3,9,5,50,1,11.702,9.452
pdae,mix,2,C,10,6,1,11,1,6.379,6.346
pdae,mix,2,D,10,8,1,41,1,7.3,7.173
pdae,mix,2,A,7,3,2,44,1,10.205,10.07
pdae,mix,2,D,4,7,2,49,1,9.765,9.56
pdae,mix,2,C,4,5,3,3,1,9.832,9.811
pdae,mix,2,B,1,4,4,2,1,13.704,13.622
pdae,mix,2,A,1,1,4,6,1,8.09,8.062
pdae,mix,2,E,3,9,4,32,1,14.31,14.198
pdae,mix,2,E,10,10,5,36,1,12.859,12.761
pdae,mix,2,A,5,2,5,37,1,8.099,8.062
pdae,mix,3,D,10,8,1,2,1,8.777,8.689
pdae,mix,3,A,5,2,1,26,1,10.116,9.911
pdae,mix,3,C,4,5,2,6,1,12.426,11.901
pdae,mix,3,D,4,7,2,50,1,12.149,11.613
pdae,mix,3,B,1,4,3,36,1,8.158,8.092
pdae,mix,3,E,3,9,3,47,1,9.842,9.793
pdae,mix,3,A,1,1,4,18,1,12.506,12.39
pdae,mix,3,A,7,3,4,23,1,12.787,12.621
pdae,mix,3,C,10,6,5,17,1,8.797,8.726
pdae,mix,3,E,10,10,5,51,1,11.47,11.374
pdae,mix,4,E,3,9,1,12,1,8.535,8.361
pdae,mix,4,D,4,7,1,21,1,10.073,9.881
pdae,mix,4,D,10,8,2,33,1,7.304,7.101
pdae,mix,4,A,7,3,2,47,1,13.574,13.083
pdae,mix,4,A,1,1,3,5,1,14.142,14.083
pdae,mix,4,C,10,6,3,16,1,11.797,11.752
pdae,mix,4,C,4,5,4,28,1,11.385,11.295
pdae,mix,4,E,10,10,4,35,1,12.391,12.211
pdae,mix,4,B,1,4,5,6,1,11.926,11.87
pdae,mix,4,A,5,2,5,11,1,7.609,7.556
pdae,pellets,1,C,10,6,1,8,1,9.085,8.994
pdae,pellets,1,A,7,3,1,47,1,7.987,7.849
pdae,pellets,1,C,4,5,2,7,1,11.468,10.932
pdae,pellets,1,E,10,10,2,13,1,15.34,15.005
pdae,pellets,1,A,5,2,3,2,1,9.371,9.277
pdae,pellets,1,A,1,1,3,44,1,8.54,8.572
pdae,pellets,1,B,1,4,4,15,1,8.542,8.459
pdae,pellets,1,D,4,7,4,37,1,12.508,12.311
pdae,pellets,1,E,3,9,5,19,1,7.657,7.572
pdae,pellets,1,D,10,8,5,21,1,8.857,7.768
pdae,pellets,2,A,5,2,1,34,1,8.178,7.98
pdae,pellets,2,B,1,4,1,35,1,7.652,7.556
pdae,pellets,2,E,3,9,2,17,1,10.038,9.818
pdae,pellets,2,A,1,1,2,54,1,10.794,10.578
pdae,pellets,2,A,7,3,3,18,1,8.467,8.45
pdae,pellets,2,D,4,7,3,38,1,9.907,9.832
pdae,pellets,2,C,4,5,4,12,1,14.109,13.922
pdae,pellets,2,D,10,8,4,25,1,8.582,8.52
pdae,pellets,2,E,10,10,5,3,1,11.226,11.145
pdae,pellets,2,C,10,6,5,12,1,9.618,9.608
pdae,pellets,3,C,4,5,1,29,1,9.956,9.612
pdae,pellets,3,C,10,6,1,44,1,10.952,10.853
pdae,pellets,3,A,5,2,2,3,1,11.989,11.709
pdae,pellets,3,D,10,8,2,15,1,10.565,10.4
pdae,pellets,3,A,7,3,3,1,1,10.807,10.739
pdae,pellets,3,E,10,10,3,8,1,17.913,17.878
pdae,pellets,3,A,1,1,3,25,1,10.313,10.314
pdae,pellets,3,B,1,4,4,30,1,13.143,12.933
pdae,pellets,3,D,4,7,5,18,1,9.335,9.32
pdae,pellets,3,E,3,9,5,49,1,10.074,9.999
